text,label_id,label
ثالثاً: يضمن الطرف الأول خلو العين من جميع الرهون والديون أياً كانت، كما يضمن خلو العين من كافة الموانع الشرعية والإشكالات القانونية مع مسؤوليته عنها في حال وجودها، وضامناً متضامناً صحة ونفاذ عقد البيع في الحال والمستقبل، وعدم معارضة الغير بتسليم العين، ويلزم بتسليمها وقت طلبها دون تأخير.,1,متوسط الخطورة
المادة السابعة عشرة: حُرر هذا العقد من ................ نسخ، بيد كل شريك نسخة للعمل بها وقت اللزوم.,0,منخفض الخطورة
البند السابع: يقر الطرف الأول بأن للطرف الثاني (المشتري) نسبة في مساحة الأرض المقام عليها العقار، وذلك حسب مساحة الوحدة المباعة والدور الموجود به الوحدة المباعة، أو ما يوازي مساحة الوحدة المباعة إلى باقي وحدات العقار.,0,منخفض الخطورة
الطرف الأول (المتنازِل): [توقيع]. الطرف الثاني (المتنازَل إليه): علاء محمود سعد الحسيني الجندي [توقيع]. الشهود: 1- محمود [بقية الاسم غير واضحة بالكامل]. 2- [الاسم غير واضح بالكامل].,0,منخفض الخطورة
مادة (1): يعتبر التمهيد السابق جزءاً لا يتجزأ من هذا العقد.,0,منخفض الخطورة
التمهيد: يمتلك الطرف الأول (البائع) شقة (الدور 3) [أو الدور الأول] رقم (97) [الرقم غير مؤكد بالكامل]، مكونة من ثلاث غرف وصالة ومطبخ وحمام، بالإضافة إلى ما بها من عداد كهرباء وعداد مياه [غير مؤكد]، والتي يمتلكها الطرف الأول (البائع) عن طريق مشروع التمويل العقاري بالإسكان الاجتماعي - منطقة المنيا الجديدة (الصفا)، وحيث إن الطرف الثاني (المشتري) يرغب في شراء هذه الوحدة السكنية بالإسكان الاجتماعي منطقة المنيا الجديدة (الصفا)، فقد اتفق الطرفان على أن تحكم العلاقة بينهما الأحكام الواردة بهذه الاتفاقية.,0,منخفض الخطورة
8- [بند يتعلق بعلاوات أو مكافآت مالية (مبلغ يبدو 250 ريال سعودي) - الصياغة الدقيقة غير واضحة بالقدر الكافي للنقل الموثوق].,0,منخفض الخطورة
مادة (21): يرأس اجتماع الجمعية العامة المدير/أحد المديرين. ويُعين الرئيس أميناً للسر وجامعي أصوات لفرز الأصوات على أن تُقر الجمعية العامة تعيينهم، ويجب أن يحضر الاجتماع المدير/أحد المديرين على الأقل.,0,منخفض الخطورة
سادساً: أن هذا البيع الصادر من البائعة هو فيما يخص نصيبها في الشقة موضوع العقد وأنها تمتلك مقدار الثلث في المبيع، وأن باقي الملكية هي ملكاً للمشتري وهي (ثلثي المبيع) (الشقة) طبقاً لإعلام الوراثة الذي يخص مورثتهم (والدتهم) المرحومة/ نعيمة محمد فرجاني.,0,منخفض الخطورة
6- مدة هذا العقد سنتان تبدأ من [تاريخ غير مؤكد بالكامل، يبدو 2019 أو 2020] وتتجدد تلقائيًا لمدة أخرى مماثلة ما لم يُخطر أحد الطرفين الآخر [بمهلة تبدو شهرًا قبل الانتهاء].,0,منخفض الخطورة
الطرف الأول (البائع): بهي محمد فهمي النجار [توقيع]. الطرف الثاني (المشتري): علاء محمود سعد الحسيني الجندي [توقيع]. الشهود: 1- [الاسم غير واضح بالكامل]. 2- [الاسم غير واضح بالكامل].,0,منخفض الخطورة
مادة (27): تجتمع الجمعية العامة غير العادية بناءً على دعوة من إدارة الشركة، كما تلتزم إدارة الشركة بتوجيه الدعوة بناءً على طلب يقدمه عدد من الشركاء يمثل 10% من رأس مال الشركة على الأقل، فإذا لم تدعُ إدارة الشركة خلال شهر واحد كان للطالبين التقدم بطلبهم إلى الجهة الإدارية لتتولى توجيه الدعوة. وتختص الجمعية العامة غير العادية بـ: 1- تعديل عقد الشركة (بمراعاة عدم زيادة التزامات الشركاء، ويقع باطلاً كل قرار يمس حقوق الشريك الأساسية). 2- زيادة رأس مال الشركة أو تخفيضه. 3- إضافة أغراض مكملة أو مرتبطة أو قريبة من غرض الشركة الأصلي. 4- إطالة أمد الشركة أو تقصيره، أو دمجها، أو حلها قبل موعدها، أو تغيير نسبة الخسارة الموجبة لحلها إجبارياً. 5- النظر في عزل المدير/المديرين.,1,متوسط الخطورة
مادة (7): تخول الحصص جميع الشركاء حقوقاً متساوية في الحصول على الأرباح وفي اقتسام موجودات الشركة عند التصفية، ولا يلتزم الشركاء إلا في حدود قيمة حصصهم. ويترتب على ملكية الحصص قبول أحكام هذا العقد وقرارات جمعيتها العامة الصادرة طبقاً لأحكام قانون الشركات ولائحته التنفيذية وأحكام هذا العقد.,0,منخفض الخطورة
مادة: يُعين مجلس الرقابة من بين أعضائه رئيساً وأميناً للسر، وعند غياب الرئيس يُعين المجلس العضو الذي يقوم بأعمال الرئيس مؤقتاً. ويعقد المجلس اجتماعاته في مركز الشركة الرئيسي أو في أي مكان آخر يحدده خطاب الدعوة، بناءً على دعوة الرئيس أو عدد من أعضائه، ويجوز دعوته لانعقاد غير عادي بناءً على طلب إدارة الشركة. ويكون انعقاد المجلس صحيحاً بحضور نصف عدد أعضائه على الأقل بما فيهم الرئيس، بشرط ألا يقل عدد الحاضرين عن ثلاثة، وتصدر القرارات بأغلبية أصوات الأعضاء الحاضرين، وإذا تساوت الأصوات يُرجَّح الجانب الذي منه الرئيس. وتُثبت مداولات المجلس وقراراته في محاضر تُدون في سجل خاص مرقومة صفحاته، ويوقع عليها الرئيس وأمين السر، ويُصدق رئيس المجلس على صور ومستخرجات هذه المحاضر.,0,منخفض الخطورة
خامساً: تعهد الطرف الأول (البائع) بتقديم جميع مستندات التمليك والتوقيع على العقد الرسمي النهائي وقت طلب المشتري، وإذا تأخر يلزم بجميع مصاريف صحة ونفاذ عقد البيع رسمية وغير رسمية.,0,منخفض الخطورة
مادة (39): مع مراعاة حكم المادة (60) من قانون المحاماة الصادر بالقانون رقم 17 لسنة 1983، يجب على إدارة الشركة أن تتعاقد مع أحد المحامين المقبولين أمام محاكم الاستئناف على الأقل للعمل مستشاراً قانونياً للشركة، وذلك بالشروط والمدة المتفق عليها. واستثناءً من ذلك عيَّن الشركاء الأستاذ/ المحامي بـ الكائن مقره في مستشاراً قانونياً أول للشركة.,0,منخفض الخطورة
مادة (6): حُدد رأسمال الشركة بمبلغ ( ) موزع على عدد ( ) حصة قيمة كل منها ( )، منها عدد حصة عينية وعدد حصة نقدية، وقد تم توزيع هذه الحصص بين الشركاء (جدول يتضمن: اسم صاحب الحصة، جنسيته، عدد الحصص العينية، عدد الحصص النقدية، نوع الحصص العينية، القيمة، العملة التي تم الوفاء بها، نسبة المشاركة). وتبلغ نسبة المشاركة المصرية %، وقد أودع رأسمال الشركة في بنك فرع المرخص له بتلقي الاكتتابات العامة بموجب الشهادة المرفقة. وتؤول ملكية الحصص العينية - في حالة وجودها - للشركة من تاريخ اكتسابها الشخصية الاعتبارية، كما تنتقل جميع الحقوق والالتزامات المتعلقة بالشركة إليها من ذات التاريخ، كما اتفق المؤسسون على تقدير الحصة العينية المقدمة من السيد/ بمبلغ جنيهاً مصرياً.,0,منخفض الخطورة
ثالثاً: يضمن الطرف الأول خلو الأطيان المباعة من جميع الديون والامتيازات والاختصاصات وكافة الحقوق العينية والأموال الأميرية أياً كانت، متضامناً على صحة ونفاذ هذا العقد.,1,متوسط الخطورة
2.4 رأس المال: هو إجمالي المبالغ المساهم بها في رأس مال هذا المشروع وفقًا لهذه الاتفاقية.,0,منخفض الخطورة
سابعاً: [نص إضافي بخط اليد غير واضح بالكامل، يحتاج مراجعة كاملة من الأصل].,0,منخفض الخطورة
الطرف الأول البائع: [توقيع]. الطرف الثاني المشتري: [توقيع]. شاهد: [الاسم ورقم البطاقة غير واضحين بالكامل].,0,منخفض الخطورة
4- يُمنح الطرف الثاني تذكرة سفر واحدة كل سنتين حسب ما يحدده الطرف الأول، للسفر إلى بلده الأصلي أو إلى المملكة العربية السعودية.,0,منخفض الخطورة
إنه في يوم الاثنين الموافق 2016/12/12 بناحية سلامون تحرر بين الموقعين أدناه: السيد/ بهي محمد فهمي النجار، بطاقة قومي رقم 27112051601259، المقيم بناحية كفر الحاج أحمد / سلامون / بسيون / غربية (طرف أول بائع). وبين السيد/ علاء محمود سعد الحسيني الجندي، بطاقة قومي رقم 27810091601218، المقيم بناحية سلامون / بسيون / غربية (طرف ثانٍ مشترٍ). وبعد أن أقر الطرفان بأهليتهما القانونية للتعاقد وعلى إبرام مثل هذا التصرف فقد اتفقا على ما يلي:,0,منخفض الخطورة
الطرف الأول (البائع): [توقيع]. الطرف الثاني (المشتري): [توقيع]. الشهود: [الأسماء بخط اليد غير واضحة بالكامل].,0,منخفض الخطورة
ثامناً: تحرر هذا العقد من نسختين بيد كل طرف نسخة للعمل بها عند اللزوم.,0,منخفض الخطورة
خامساً: في حالة ما تأخر الطرف الثاني المشتري في سداد المبلغ المتبقي من الثمن المتفق عليه وفي الميعاد المحدد سالف الذكر، فإن هذا العقد يُعتبر مفسوخاً من تلقاء نفسه دون حاجة إلى تنبيه أو إنذار أو حكم قضائي أو أي إجراء قانوني آخر.,2,عالي الخطورة
البند الثالث / الالتزامات المالية - 3: يتم استحقاق هذه النسبة المالية للتحصيل فور استحقاق كل خدمة ناجحة.,0,منخفض الخطورة
10- أحكام عامة: يحق لفودافون مصر رفض أي تسهيلات أو اتصالات غير مرخص بها في العقد، ولا تتحمل مسؤولية الأخطاء الناتجة عن مخالفة العميل للقوانين واللوائح المصرية. يحق لفودافون مصر تعديل بنود العقد بإخطار العميل كتابةً قبل 30 يوماً على الأقل. تُحل المنازعات ودياً، وما لا يُسوَّى منها تختص به محاكم القاهرة. يحق لفودافون مصر التنازل لطرف ثالث عن تحصيل مستحقاتها لدى العميل دون اعتراض العميل. كما يحق للشركة قطع أي خط يُستخدم لأغراض غير مشروعة، أو لغرض غير المرخص له، أو للمضايقة (المعاكسات)، بعد إخطار العميل، ما لم يعترض العميل خلال شهرين من تاريخ العقد.,2,عالي الخطورة
خامساً: يقوم الطرف الأول بترويج هذه الاتفاقية والخصومات على منسوبي الجمعية ومستفيديها. [الصياغة الدقيقة غير مؤكدة بالكامل].,0,منخفض الخطورة
في حال إخلال المشتري بالتزامه بسداد أي جزء من الثمن، يُفسخ العقد تلقائياً دون إعذار أو رجوع للقضاء، ويكون للبائع الحق في استرجاع المبيع فوراً.,2,عالي الخطورة
"2- تعاريف: يوضح هذا البند تعريفات الألفاظ الواردة بالعقد، ومنها: أ- العقد: يعني عقد ""فودافون بزنس"" بكافة وثائقه وشروطه لتقديم خدمة اتصال العميل بشبكة ""فودافون مصر"". ب- التليفون: أي جهاز محمول متوافق مع شبكة فودافون مصر. ج- بطاقة SIM: البطاقة الذكية التي تسلمها فودافون مصر للعميل عند التوقيع، ويكون العميل مسؤولاً عنها. د- خطة الأسعار: الخطة التي يختارها العميل من بين البدائل المتاحة.",0,منخفض الخطورة
4- يتعهد الطرف الثاني بالالتزام بالمواعيد والضوابط التي يحددها الطرف الأول، وذلك وفقًا للأنظمة التي تحددها الهيئة السعودية للتخصصات الصحية فيما يخص عمل الصيادلة. [الصياغة الدقيقة لهذا البند غير مؤكدة بالكامل].,0,منخفض الخطورة
المادة الثانية: المسؤوليات والتزامات الطرفين. يتعهد كل طرف بتحديد مسؤولياته والالتزام بها، وذلك بما يتمثل في تقديم الموارد والمساهمات المالية والبشرية المطلوبة لتحقيق الأهداف المشتركة.,0,منخفض الخطورة
4- توفير الكادر المختص لتشغيل المطبعة وحسب احتياجات المطبعة من كادر المعهد. 5- يتعهد الطرف الأول باستحصال كتاب يؤكد حصرية طباعة أي مطبوع أو منشور أو أي ملزمة دراسة خاصة بالجامعة بهذه المطبعة فقط، وعدم طبع أي شيء خارج هذه المطبعة إلا بعد اعتذار المطبعة رسميًا عن طباعة هذا المطبوع.,0,منخفض الخطورة
ثالث عشر: إذا أخل الطرف الثاني المشتري لأي سبب من الأسباب موضوع هذا العقد والشروط المبينة أعلاه، يكون ملزمًا بدفع مبلغ قدره [غير واضح] للطرف الأول البائع عما لحق به من خسارة تأخير.,0,منخفض الخطورة
7- الانتقال: يتحمل الطرف الأول نفقات انتقال الطرف الثاني [التفاصيل الدقيقة لبدل الانتقال غير مؤكدة بالكامل].,0,منخفض الخطورة
البند الخامس عشر: تحرر هذا العقد من نسختين، كل نسخة مكونة من ورقة واحدة ذات وجهين، وذلك للعمل بموجبه عند اللزوم، وذلك بعد أن تُليَ على كل من الطرفين ووقّع منهما أمام الشهود. والله خير الشاهدين.,0,منخفض الخطورة
يقر المشتري بأنه فحص العقار المبيع فحصاً تاماً كافياً لنفي أي جهالة، وأنه استلمه ووضع يده عليه دون أي اعتراض، ويصبح من تاريخه وحده مسؤولاً عن سداد كل ما يخص هذا العقار من أموال أو رسوم.,2,عالي الخطورة
البند السادس: يقر الطرف الثاني (المشتري) بأنه قام بمعاينة الوحدة السكنية محل هذا العقد المعاينة النافية للجهالة، والتي بموجبها ارتضى وقبل بالحالة التي عليها هذا العقار، دون حاجة إلى تحرير محضر معاينة.,2,عالي الخطورة
المادة الأولى: الأهداف والغايات. يتفق الطرفان على تحديد الأهداف والغايات المشتركة لهذه الشراكة، وذلك بما يشمل وصف الأنشطة المقترحة والأهداف المحتملة لتلك الأنشطة.,0,منخفض الخطورة
مادة (9): يجوز بقرار من جماعة الشركاء بالأغلبية العددية الحائزة على ثلاثة أرباع رأس المال تخفيض رأس مال الشركة عن طريق إنقاص عدد الحصص أو استرداد بعضها أو تخفيض القيمة الاسمية لكل منها.,1,متوسط الخطورة
البند الأول / الشراكة والخدمات - 2: هذه الاتفاقية لا تشكل علاقة عمل (موظف وصاحب عمل)، وعليه فإن الطرف الثاني -طوال مدة سريان هذه الاتفاقية- يُعتبر بمثابة مقاول مستقل، وهو بذلك غير مطالب بأية التزامات وظيفية أو صلاحيات تجاه الطرف الأول.,0,منخفض الخطورة
مادة (22): تُوجه الدعوة لحضور اجتماع الجمعية العامة للشركاء بموجب خطاب موصى عليه مصحوب بعلم الوصول أو باليد مقابل إيصال، وتُرسل لكل شريك قبل موعد انعقادها بواحد وعشرين يوماً على الأقل في محل إقامته الثابت بسجل الشركاء. ويجب أن يتضمن إخطار الدعوة بيان جدول الأعمال ومكان وزمان الاجتماع، ويوضع جدول الأعمال بمعرفة الجهة التي وجهت الدعوة للانعقاد.,0,منخفض الخطورة
بحكم طبيعتها كشركة تضامن، يتحمل كل شريك مسؤولية شخصية وتضامنية غير محدودة عن ديون الشركة، بما يشمل أمواله الخاصة إذا لم تكف أموال الشركة للوفاء بالتزاماتها.,2,عالي الخطورة
ثالثاً: يقر الطرف الأول البائع أن الأرض المبيعة مملوكة له بطريق [غير واضح بالكامل، يُحتمل أنه الميراث].,0,منخفض الخطورة
مادة (36): يُستعمل الاحتياطي بقرار من الجمعية العامة بناءً على اقتراح المديرين فيما يعود على الشركة بالنفع.,0,منخفض الخطورة
أقر الطرف الثاني المشتري بمعاينته الكاملة للعين المبيعة ورضاه التام بحالتها الراهنة، وأنه استلمها فعلياً ووضع يده عليها بلا منازعة من أي جهة، وأصبح ملتزماً منفرداً بكل الأعباء المالية المرتبطة بها اعتباراً من هذا التاريخ.,2,عالي الخطورة
حادي عشر: يتعهد الطرفان بالحضور أمام الشهر العقاري للتوقيع على العقد النهائي في الموعد الذي يحدده الشهر العقاري المختص، وذلك دون أي تأخير من الطرفين حسب الموافق.,0,منخفض الخطورة
9- التأمين: يلتزم العميل بدفع تأمين قدره 1000 جنيه للمكالمات الدولية عند طلب الخدمة، وقد يُضاف تأمين إضافي قدره 1500 جنيه للمكالمات الدولية، ويُحاسب العميل على المكالمات الدولية طبقاً للتعريفة المحددة سواء داخل حد التأمين أو خارجه. ويحق لفودافون مصر طلب تأمين إضافي في أي وقت أثناء سريان العقد بشرط إخطار العميل كتابةً قبل 30 يوماً على الأقل، كما يحق لها الامتناع عن تشغيل الخط في حال عدم سداد التأمين المستحق.,2,عالي الخطورة
البند الثاني: الهدف من الشركة: العمل في مجال الاستثمار والتمويل [الصياغة الدقيقة غير مؤكدة بالكامل].,0,منخفض الخطورة
"ثانياً: تم هذا البيع نظير مبلغ إجمالي وقدره 114,000 (فقط مائة وأربعة عشر ألف جنيه)، أقر البائع بقبضه كامل الثمن من يد ومال المشتري، وأصبحت ذمة المشتري خالية من تاريخه، ويعتبر توقيع البائع بمثابة مخالصة نهائية بالثمن.",1,متوسط الخطورة
إذا تأخر الطرف الثاني عن سداد أي قسط من أقساط الثمن في موعده، اعتُبر هذا العقد مفسوخاً من تلقاء نفسه دون حاجة لإنذار أو استصدار حكم قضائي، ويحق للبائع استرداد العين دون رد ما دفع منها.,2,عالي الخطورة
12- أحكام العقد: يلتزم الطرفان بجميع الأحكام والقواعد النظامية المعمول بها بموجب هذا العقد، وبأية شروط تنص عليها الأنظمة السعودية ذات الصلة.,0,منخفض الخطورة
البند الثالث: تنتقل ملكية الأرض موضوع التعامل إلى المشتري حيث أنه دفع جملة الثمن إلى البائع، ولا يحق له التنازل عنها للغير إلا بموافقة البائعين كتابة، وللبائعين مطلق الحرية في إعطاء التنازل أو منعه، وإذا صرح البائعون بهذا التنازل استحق لهم تعويض قدره [غير واضح] عن كل تنازل.,2,عالي الخطورة
أولاً: باع الطرف الأول بكافة الضمانات القانونية والفعلية إلى الطرف الثاني (المشتري) القابل للشراء، ما هو الأطيان الموضحة بالجدول أعلاه، والبالغ قدرها [المساحة غير مؤكدة بالكامل] فقط لا غير، أرض زراعية مقاس الملك.,0,منخفض الخطورة
سادس عشر: تحرر هذا العقد من نسختين تحت يد كل طرف نسخة، وقد تسلمها عند التوقيع على هذا العقد النهائي.,0,منخفض الخطورة
مادة (11): يُعد بالمركز الرئيسي للشركة سجل خاص للشركاء يتضمن: 1- أسماء الشركاء وجنسياتهم ومحال إقامتهم ومهنهم. 2- عدد الحصص التي يملكها كل شريك ومقدار ما دفعه. 3- حالات التنازل عن الحصص أو انتقال ملكيتها، مع بيان تاريخ توقيع المتنازل والمتنازل إليه في حالة التصرف بين الأحياء، وتوقيع المدير ومن آلت إليه الحصة بالإرث أو الوصية، ولا يكون للتنازل أو الانتقال أثر في مواجهة الشركة أو الغير إلا من تاريخ قيده في السجل. ويجوز لكل شريك ولكل ذي مصلحة من غير الشركاء الاطلاع على هذا السجل في ساعات عمل الشركة. وترسل إدارة الشركة خلال شهر يناير من كل سنة قائمة تشتمل على البيانات الواردة في هذا السجل إلى الجهة الإدارية، كما يتعين عليها إخطار الجهة الإدارية بأي تغيير يطرأ على بيانات سجل الشركاء خلال خمسة أيام على الأكثر من تاريخ إثباته بالسجل.,0,منخفض الخطورة
رابعاً: يضمن الطرف الأول (البائع) خلو هذا المبيع من جميع الحقوق العينية والأعباء [التفاصيل الدقيقة غير واضحة].,1,متوسط الخطورة
5- تعيين موظف من قبل الطرف الثاني لإدارة المطبعة، ويكون موظف بدوام كامل وثابت داخل المطبعة. 6- إجراء الصيانة وتصليح المطبعة من قبل الطرف الثاني. 7- يقوم الطرف الثاني بتدريب كادر المعهد على التشغيل والطباعة.,0,منخفض الخطورة
مادة (28): لا يكون اجتماع الجمعية العامة غير العادية للنظر في المسائل الواردة بالبنود (1، 2، 3، 4) من المادة (27) صحيحاً إلا إذا حضره شركاء يمثلون ثلاثة أرباع رأس المال على الأقل، فإذا لم يتوافر الحد الأدنى وجبت دعوة اجتماع ثانٍ خلال الثلاثين يوماً التالية، ويكون صحيحاً بحضور شركاء يمثلون ثلاثة أرباع رأس المال على الأقل، وتصدر القرارات بموافقة الأغلبية العددية الحائزة لثلاثة أرباع رأس المال. ولا يكون اجتماعها للنظر في عزل أحد المديرين صحيحاً إلا بحضور شركاء يمثلون نصف رأس المال على الأقل، فإن لم يتوافر وجبت دعوة اجتماع ثانٍ يكون صحيحاً بنفس النصاب، وتصدر القرارات بموافقة الأغلبية العددية الحائزة لثلاثة أرباع رأس المال الممثل في الاجتماع الذي ينظر العزل. ويجوز الاكتفاء بالدعوة إلى الاجتماع الأول إذا حُدد فيها موعد الاجتماع الثاني.,0,منخفض الخطورة
ثامناً: تحرر هذا العقد من صورتين بيد كل طرف صورة منه، والله تعالى خير الشاهدين.,0,منخفض الخطورة
عقد بيع ابتدائي لشقة سكنية ببرج أم النور. إنه في يوم الموافق / / تحرر هذا العقد بين كل من: أولاً: السيد/ .......... (طرف أول بائع). ثانياً: السيد/ .......... (طرف ثانٍ مشترٍ). بعد أن أقر الطرفان بأهليتهما القانونية للتصرف والتعاقد اتفقا على ما يلي:,0,منخفض الخطورة
البند الرابع: يمتلك الطرف الأول (البائع) هذه الوحدة السكنية عن طريق التخصيص من مشروع التمويل العقاري للوحدات السكنية بالإسكان الاجتماعي.,0,منخفض الخطورة
بند توزيع الأرباح: يتم توزيع الأرباح بين الطرفين بنسبة 50% لكل طرف [النص الدقيق لهذا البند وشروط الدفع غير مؤكد بالكامل، يحتاج مراجعة من الأصل].,0,منخفض الخطورة
2.1 المشروع: المشروع التجاري محل الاتفاقية (..........).,0,منخفض الخطورة
الطرف الأول: جمعية بير الشماسنة الخيرية، الأستاذ/ علي بن عبدالرحمن الصميعي (التوقيع). الطرف الثاني: شركة الرونية الجديدة [الاسم الدقيق غير مؤكد بالكامل] (التوقيع). يلي ذلك عدة أرقام حسابات بنكية (IBAN) خاصة بالجمعية.,0,منخفض الخطورة
واجبات الطرف الأول: 1- يقوم الطرف الأول بتهيئة المكان وتجهيزه بكل مستلزمات العمل من كهرباء وتبريد وإنارة إلخ. 2- يكون مكان المطبعة داخل مباني المعهد. 3- الأمن والحراسة من واجبات الطرف الأول لأن المكان ضمن الحرم الجامعي.,0,منخفض الخطورة
بند إضافي: ----------,0,منخفض الخطورة
